Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Haiti,HTI,2684.55192559431,2630.51095324876,2610.75385438919,2654.20500636984,2578.88653385968,2629.11126147756,2632.18426741693,2734.74135449339,2758.57995566426,2887.38667490237,2735.28361704383,2860.20938649867,2833.77773410353,2879.14026773852,2935.21992525795,2941.81608076667
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Honduras,HND,4108.77497718928,4109.76969711082,4154.92535715546,4235.62313709617,4390.47334152231,4546.24063500184,4733.54786940426,4914.32374334188,5011.60729945583,4787.86375108506,4866.97393107266,4956.40285182158,5065.45699900649,5113.45915051909,5177.41519718935,5283.41691357908
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Hong Kong SAR, China",HKG,36317.1206975424,36252.6608856787,36690.398955264,37886.4665283544,40862.6723656296,43690.3905052586,46463.5837078363,49043.9481656221,49788.8139701131,48459.9645781681,51360.9669751956,53472.9932695113,53785.1530062167,55230.8594343348,56359.2989916423,57215.948033846
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Hungary,HUN,19406.5213432499,20243.5422548712,21263.8088400796,22195.8194585598,23317.8691246987,24355.7819172586,25377.0522205332,25477.9492943916,25792.7025200493,24102.0136912384,24427.6287331225,24971.4773629145,24754.2259132575,25284.3700544339,26424.7204043413,27499.3244662857
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Iceland,ISL,41530.5173238278,42626.9230684437,42484.5161077418,43095.3568616423,46051.74388765,48104.6518132004,49956.8486452996,52827.0101225049,52999.4375361804,48770.9503367158,47457.6229185836,48186.1672876621,48440.2550840897,50168.6885349698,50450.7416120996,52142.9328074888
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,India,IND,2578.59152976754,2656.65520801033,2711.51184643314,2876.74338210702,3054.91887624755,3245.29988504732,3453.10566102778,3661.95550498043,3720.09264848115,3956.35901634772,4234.97957334961,4399.88823976861,4583.1731985001,4818.52255699988,5116.62910485036,5464.39405731664
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Indonesia,IDN,5689.26022293799,5816.42541239047,5996.1899458873,6198.65326777627,6423.72071419191,6699.27209089739,6974.4456536936,7319.43438577559,7657.59471924865,7906.26195495465,8286.7328696642,8680.21334226207,9080.06611317194,9457.0185409728,9801.16628336906,10149.6038700252
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Iran, Islamic Rep.",IRN,10066.8027843828,10026.5822906582,10623.6276932881,11407.0616274642,11764.0968431826,11998.2148575374,12456.6098815859,13324.9078353028,13213.0956231173,13199.0186871419,13805.7038219488,14005.3133367405,12807.3947491137,12625.0874922326,13038.5550641113,12698.1091975659
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Iraq,IRQ,9364.59670507821,9249.82876526659,8244.98666820039,5077.40908450525,7589.72533351934,7542.22233395798,7815.42800475568,7830.67068154782,8333.31848064969,8440.26240069173,8748.50877615095,9107.59746483516,9997.88082583694,10349.3764645513,9991.61597199279,10122.2007755733
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Ireland,IRL,48628.4511384221,50401.8202970703,52483.4823820031,53184.8832221364,55763.260487446,57691.5616452959,58960.2155924038,60326.6541545205,56485.699245268,53077.386996912,53725.033597612,53812.7947341444,53653.7347728881,54026.7560325486,58267.4122658082,72251.1535363159
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Israel,ISR,31416.9385084502,30715.580461218,30117.8814843124,29911.3863825917,30621.9629389651,31239.0068599514,32408.3917854463,33666.1433274048,34065.412547897,33568.5936626863,34800.2474731642,35743.5386114596,35942.7148394678,36759.8414522889,37474.8491839878,37554.5986562961
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Italy,ITA,43053.93306429,43869.4279411713,43915.385340484,43781.2199783421,44118.0366368665,44260.8274173515,44918.1703531499,45356.5367193485,44623.6020153057,42074.9212455091,42664.3552727925,42892.3055641948,41501.7112309705,40268.1127892773,39898.5264609826,40247.8290437942
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Jamaica,JAM,9344.53464265286,9399.37061985987,9522.53175598609,9811.19522897176,9884.23511042928,9918.04765635067,10152.1779060752,10246.1619222218,10113.1591118266,9625.37507699623,9435.76084179983,9546.49380271589,9433.84575756191,9427.67897749306,9438.47691238925,9473.10619523862
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Japan,JPN,35611.8039052511,35670.454934897,35629.5985944656,36096.7743799502,36880.1787997665,37489.8533695016,37998.1233384906,38582.3221861155,38141.9339734818,36080.5172267957,37586.1671466567,37612.3883122255,38235.7450407572,39056.8698066267,39255.278446443,39777.5310167672
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Jordan,JOR,8741.7274099193,9035.1446445502,9377.64537255967,9558.45847478885,10105.4605228243,10577.2913861175,11002.2222729937,11399.9655461346,11662.8961452808,11650.3643637747,11315.5027028063,11016.3952431394,10688.2893436103,10414.9212846708,10284.6700959691,10145.8366996846
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kazakhstan,KAZ,10275.7618712984,11682.8417915151,12827.2310828805,13973.077738521,15208.440248666,16536.0154072377,18112.7787011954,19500.4789415616,19770.2166481541,19614.7353205278,20751.2572399462,21970.0839239319,22702.5788406786,23720.8160716034,24355.7561188887,24290.4176339265
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kenya,KEN,2867.74670834945,2896.05162943961,2833.9685166716,2839.09457594395,2903.91666575947,2992.34077880203,3099.35266606512,3221.25297210235,3140.61291316316,3156.43683396753,3329.85375197704,3439.34377800536,3501.78972414264,3611.8202602474,3709.15256291153,3824.75930317654
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kiribati,KIR,2183.67502940533,2115.49559930464,2158.80257364306,2164.14082082194,2089.87630222668,2150.09508286577,2102.97515807266,2097.08849202318,2006.88810355447,1979.54308773577,1923.10777580682,1920.10163789298,1979.90218778574,2034.1274227799,1992.23381494478,2168.99773241889
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Korea, Rep.",KOR,22963.638542808,23893.8970105335,25591.3990470142,26260.3684104578,27515.951769057,28640.7062360909,29990.5220008606,31569.9311989123,32275.1252504764,32363.9686586535,34394.4904890551,35388.9769124478,36049.1934873539,37021.1341641003,37967.475617995,38828.7409976118
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kosovo,XKX,4715.36135627457,5983.21736134493,5937.24358720372,6288.02928188288,6447.90485802667,6832.28048863761,7082.82197658592,7538.08780389701,7949.24992632032,8169.31772763298,8372.09100065498,8663.78970080443,8827.82333633112,9076.32672654508,9214.40621002182,9723.58084202974
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kuwait,KWT,54984.9523488311,53578.8199146108,54322.9745317416,63008.6275795476,68233.8656656982,73155.7122110388,75224.8005532876,75580.93374826,73022.965826051,63886.2516713039,58810.4048692567,60887.6830518792,61416.9784307397,58995.3698955975,56647.4374166362,54834.3916726177
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Kyrgyz Republic,KGZ,3078.90925165177,3212.13354709558,3182.23289483477,3370.43019920369,3563.8753630917,3517.72050884889,3588.08991816079,3857.65390900444,4142.211454027,4210.62634731705,4141.07720559948,4334.6607889257,4259.31820386993,4631.40326661448,4722.08600228701,4805.14109238388
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Lao PDR,LAO,2861.27183966636,2977.79698550424,3106.00856170393,3245.18500886192,3399.34982997972,3584.32029137671,3830.39560887202,4052.83831993612,4296.48367327989,4542.18136274746,4850.17506683389,5158.83557611185,5489.04028286639,5841.88182784189,6193.34032628045,6543.67068865935
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Latvia,LVA,12863.3093474278,13854.4095642241,15009.0599775092,16433.0395197478,18025.7035021455,20175.8162019511,22802.3663218124,25294.3887250425,24711.1074481853,21540.0855594708,21023.9013349872,22795.1977092386,24060.9857720536,24881.9087718444,25387.0076467731,26621.2722286526
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Lebanon,LBN,14361.6830243491,14359.2533505172,14171.8295605699,13941.8667537244,14283.9628375919,14263.7149426343,14299.1033454106,15605.5638019335,17030.1473904525,18584.3836353738,19499.1728019089,18727.0129448191,18039.0289485979,17537.6227514575,16970.4361679142,16299.2077629854
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Lesotho,LSO,1685.36701365512,1742.8780614842,1760.60142465499,1851.34874683684,1894.32035122126,1969.63971986002,2059.33514208261,2148.82543875459,2267.25140414385,2235.40528153398,2346.71329671032,2444.9280815031,2585.3657249514,2614.14311009208,2639.4458245507,2701.42185521194
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Liberia,LBR,1699.02083585982,1686.19529006877,1708.69359081177,1173.30733889123,1181.5450277454,1212.07045001597,1265.86748440277,1333.42222339949,1370.90781352526,1387.3297311429,1420.04624575477,1488.27727468377,1561.30498733618,1652.18799366019,1621.34466455089,1580.47922766632
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Libya,LBY,16746.2738707408,16193.0871860589,15783.0981754167,17553.5531997824,18048.9425099151,19883.4829147438,20858.5365109573,21857.1320263584,22129.1937498892,21685.0228785807,22539.8927593081,8479.94796433782,18806.7838015844,16160.1102385469,12201.2046848341,11022.4292135086
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Liechtenstein,LIE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Lithuania,LTU,13846.6832884609,14872.3790941775,16004.4388997159,17839.7827376226,19226.4692652314,21053.1846048184,22977.9966473047,25835.3680157114,26784.8800343204,23065.0619581523,23942.7603567557,25968.5834234521,27330.8959483858,28589.0266601627,29855.8314910326,30748.1963109529
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Luxembourg,LUX,95901.0204047436,97165.5837389526,99825.4635764877,100226.521534938,102381.312977526,104025.415860951,107681.016707959,114889.17999422,111409.723762355,104598.831931338,107703.453907485,108010.708571327,105075.9610942,106427.456256053,108414.751923468,110446.086101647
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Macao SAR, China",MAC,51027.3049940667,51283.5162283535,54498.7973898513,59342.6560798877,73322.6446445462,77395.4985714696,85814.5378041288,96154.1951029519,97345.0858387523,96493.6555701699,118085.487454811,140321.682809865,149702.056499568,161971.034869809,155201.39960521,119439.768338955
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,North Macedonia,MKD,10182.126070975,9831.06140591258,9948.26689783118,10147.111273571,10602.7150656807,11086.1567452985,11639.5430449541,12379.370695841,13044.7636415746,12987.1715790165,13412.3128319948,13714.575216367,13640.2240111418,14027.1309671367,14524.1946989175,15072.9475418471
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Madagascar,MDG,1614.38228216052,1658.93560154162,1409.395419449,1501.27431714625,1533.69908791924,1559.87472086079,1596.75321799711,1639.88277774455,1700.69592143625,1587.56703518614,1553.40472203739,1534.9397058785,1538.51639687439,1531.77846723897,1540.74482429407,1546.76704618335
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Malawi,MWI,1107.53789395445,1026.36208418707,1018.71120116102,1051.12434643109,1080.92872560719,1087.6064639196,1108.20194983708,1181.07749564112,1235.55372041583,1300.53259076437,1350.59916998263,1376.16770386859,1362.60478689263,1393.34353401162,1432.05512176522,1432.08525892858
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Malaysia,MYS,15917.0571666512,15652.0144547265,16155.6016212127,16751.4071411006,17538.4856988199,18114.1441085608,18752.5457933406,19546.985916628,20103.5041375898,19442.9853496958,20536.372513472,21289.2575389666,22132.2169241375,22855.9496949302,23906.2285804437,24787.8237457166
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Maldives,MDV,13358.5871568241,12521.9470563895,13072.4829991438,14452.5688219297,14901.9826820649,12607.723956405,15516.967459966,16330.7997827872,17448.983653208,15732.1697109771,16305.7988792689,17015.8154722578,16709.1293205249,17133.76821327,17568.4099061804,17284.6478941089
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mali,MLI,1627.73231771183,1823.84068813724,1824.60114979137,1930.20736877086,1899.08202862696,1958.8187312822,1983.70555095442,1985.62342755127,2012.28126172917,2041.33021755957,2082.96193463428,2085.4208491547,2007.80692981945,1995.15925159506,2075.40068139937,2139.73629713506
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Malta,MLT,27482.869065828,26956.7920092951,27442.9510776725,28373.7573337025,28223.3625538651,28992.9245490961,29612.6017959763,30918.4982683604,31893.3586848943,31294.902312803,32867.9400344911,32881.833840119,33929.3399168818,35287.4650790984,37230.2783945938,39845.1145672313
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Marshall Islands,MHL,3336.09316031374,3518.27438884303,3583.20861145867,3452.97579058704,3421.06383657102,3452.08548636008,3408.63653321014,3501.10727813524,3277.7352217225,3376.76475988011,3595.17477608312,3562.85716200903,3469.54232342984,3594.93877564459,3545.20737254596,3586.05642087459
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mauritania,MRT,4361.21351253339,4210.77835557633,4152.63783031275,4317.48620612867,4395.52347900034,4638.00598024501,5333.61153635899,5080.64586900461,4919.84042176481,4783.63713510308,4767.37736625119,4822.16903965835,4891.05738329133,4946.03479961312,5008.68825554443,5127.43228246614
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mauritius,MUS,11890.5886483671,12191.9274175312,12303.1068475908,12938.1526777756,13413.9932626868,13571.8356011585,14165.9544855364,14909.1708552865,15655.6043211354,16131.7069751994,16797.8172363943,17454.7800781809,18014.9911490937,18579.3741551896,19240.2247080161,19897.4753965644
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mexico,MEX,17756.5664680698,17438.2085202562,17193.5610804702,17205.9865610425,17635.2468516088,17788.5891204455,18319.4775627403,18462.840123233,18396.8109188439,17168.9773337976,17790.0119218899,18186.2245700593,18594.8944659843,18600.3711821448,18887.5674432127,19268.9143963283
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,"Micronesia, Fed. Sts.",FSM,3434.09809300597,3516.22912634835,3540.18659017591,3600.04699838235,3498.25730331304,3586.13383148819,3609.1047711564,3574.44980822736,3518.44283994311,3576.86862929131,3659.63876623588,3756.90863055994,3649.44968018278,3468.16661703968,3340.20288328043,3448.30369231563
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Moldova,MDA,5074.37706419218,5395.96732756623,5830.3391258524,6232.66704790333,6710.46912061356,7231.32842221528,7599.52478276726,7845.66940111052,8473.7479217792,7975.38414539473,8550.170639047,9052.86654300804,9000.65892487276,9817.29629671112,10314.4096500359,10360.8295911083
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Monaco,MCO,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mongolia,MNG,4528.95594640011,4619.94667899314,4791.73788861215,5074.41232280116,5551.460474901,5883.36005710786,6305.82320106746,6858.33057040859,7360.68460886902,7153.4374511594,7479.78090233711,8613.31362407678,9488.34296579569,10383.7837079284,10980.3239959288,11022.9785342491
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Montenegro,MNE,12418.9935413167,12505.1653850313,12692.2889684277,12955.5795786056,13505.0460059253,14048.8404403415,15233.3762173836,16248.3359258705,17391.0269689199,16348.0915019537,16764.3623723454,17287.4176362672,16802.398296999,17381.7399852869,17674.6184061447,18263.6006034136
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Morocco,MAR,4370.7994905291,4634.19277410943,4721.94869524636,4944.38838739121,5120.82594400246,5227.56263149928,5558.04905573476,5687.22735240098,5952.65699617584,6129.11381821146,6281.46419122613,6522.37374267222,6625.46345426034,6828.22301681787,6912.17800214842,7126.67058575575
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Mozambique,MOZ,630.701613637085,687.14942573975,729.289976877035,756.594282288843,792.727274213917,821.345814204148,875.916597945717,917.795240453608,958.283424091559,991.322834728107,1027.20887652935,1073.4781338343,1120.12848093229,1165.40820547454,1217.08886738517,1262.61312778202
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Myanmar,MMR,1093.78820723887,1204.83343290294,1336.22299789089,1507.09530224356,1696.88158570422,1911.95597037831,2146.56793325411,2388.44862007931,2617.13817405882,2874.78028393755,3129.92025489038,3279.66548847766,3491.18469222435,3753.32136417978,4020.03667693095,4268.5006767951
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Namibia,NAM,6804.86674286238,6775.22161405118,6992.86531551369,7182.30734226893,7942.55725460313,8014.97385784405,8438.21691877923,8735.71373581277,8805.4106815201,8671.66410710468,9031.16059358875,9324.52887482151,9626.53918854183,9990.74583093369,10413.3142163299,10662.8299304666
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nauru,NRU,..,..,..,..,5575.51217120234,5608.34926563062,5960.96044872526,4589.58148312534,5590.18457165287,6058.52445555249,6688.64973862074,7313.67213797204,8090.93347094242,10493.2124190995,13175.9216491939,13551.9625979464
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nepal,NPL,2077.65205573805,2141.0670348476,2110.82349727443,2163.0182780212,2234.15476758436,2282.68505366778,2330.32508449412,2380.97083427413,2499.41558559284,2591.63145226936,2703.41491670115,2793.02473367277,2922.61960861781,3033.78078654994,3217.44850964835,3331.87176945857
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Netherlands,NLD,47422.2034047837,48160.7843668965,47958.3319661157,47806.8844286609,48586.7046242077,49467.4354267059,51097.3626113331,52909.9697572206,53848.2522316971,51607.6057272318,52032.9865022429,52594.2290064164,51860.0559942119,51640.0766862304,52186.9973861206,52974.1162200949
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,New Caledonia,NCL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,New Zealand,NZL,32837.0978861822,33775.232657194,34745.1653253583,35616.1147057703,36504.1974620148,37293.2137650567,37902.7517600146,38687.8461497115,37933.1514651725,37505.0482758471,37657.1432046716,38214.4745352226,38857.1158931412,39599.1882952181,40432.2414789733,41086.1153021682
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nicaragua,NIC,3968.89293294194,4026.00183673831,3998.8775121613,4043.28903671794,4200.28312296682,4320.75032069298,4438.89605357861,4600.53606266194,4693.62809698984,4477.40950006343,4611.78569153692,4837.5370907848,5083.36301095928,5263.48483906415,5443.27808191084,5630.40573760444
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Niger,NER,933.346375903928,965.417211590173,976.454450224605,961.523674608959,929.884061390282,961.539888157597,981.158183921912,974.682178226183,1011.10309831936,992.410102653196,1036.90430530082,1020.99681573934,1085.54282809398,1099.43224609808,1127.61407538703,1132.33120491778
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Nigeria,NGA,2977.04147454063,3075.00313052884,3458.07066646502,3619.14020790471,3854.00806390933,3997.43975061575,4130.40330626342,4288.27030694183,4458.62229484372,4690.37944900228,4932.33479996173,5056.89214708727,5131.3726452234,5329.12151659822,5516.38559753258,5514.77027265177
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Norway,NOR,57127.3997508609,58018.329457927,58540.8636369314,58728.1752425985,60699.5854473669,61870.3837851071,62846.9582138128,64062.4369139561,63570.3612363011,61689.5777152826,61353.4963937525,61157.1489347399,61990.7116232878,61878.9944110006,62390.1497031613,62987.5358625454
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Oman,OMN,33839.520542694,34940.7290165869,33965.5277046508,32348.3349734172,31971.0071070716,31909.5027436973,32718.1698013759,33192.2745814757,34689.5748401408,35207.2230986474,33864.9837422885,32523.3512476048,32961.5904262655,32189.3252939315,30530.4993089424,30146.9560518823
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Pakistan,PAK,3245.37834188783,3277.05127768294,3279.03097736504,3388.176690416,3560.81184143701,3706.82402332879,3836.49274978763,3931.17578480943,3908.59900568073,3930.50817356197,3906.87397085543,3928.51992734586,3980.74864958441,4069.26749773498,4171.29183022323,4278.34666284049
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Palau,PLW,13586.8050432488,14248.5021776288,14569.1652878854,13972.7861486493,14615.1590013696,15253.0353117555,15376.9213211266,16003.7758808116,15441.9519431738,14753.9081230265,15062.4957934309,16255.7398026877,16633.5380443779,16099.3208807337,17091.2271727424,18338.1282708705
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Panama,PAN,14507.7959728498,14311.0228798706,14353.370315947,14677.9962363957,15491.0020063964,16301.5159296249,17391.0895002555,19125.6286847739,20636.9274509912,20525.6201169059,21343.3049948781,23349.1568124337,25196.2392679524,26480.6094895382,27352.5193924166,28431.0824221868
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Papua New Guinea,PNG,2871.41637699376,2806.95351945568,2745.51441559186,2748.70110541798,2765.34669105289,2877.11564572546,2963.41822324608,3119.17556853714,3035.17068197108,3165.09326685941,3406.64403989259,3369.84445470171,3453.38711152872,3513.02325301783,3909.33865961052,4083.75243695251
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Paraguay,PRY,8530.20798959163,8295.06744220454,8138.10485337466,8337.47215764724,8528.03792966637,8570.09446530592,8846.70173503855,9193.83991191429,9657.68146014383,9503.26664392407,10415.6564362312,10714.6909309807,10493.8127707461,11209.1315406647,11643.7275051513,11828.1401290455
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Peru,PER,6422.4805683104,6380.33766422578,6653.3950975905,6861.83061903476,7136.35156146601,7519.02906932011,8017.25502158318,8629.26453343658,9341.2310269105,9368.04546271701,10066.4675664813,10616.8436986492,11176.0867152669,11724.0035983902,11877.0789320691,12110.2668971421
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Philippines,PHL,4453.75667171085,4492.72142441184,4562.76138192326,4697.48565008809,4908.05873785245,5054.23893301697,5228.3157413263,5474.68132696435,5618.48495292549,5606.59067690613,5918.37322881976,6043.60167583247,6351.26494235987,6666.25051231347,6973.6389092765,7300.13621040525
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Poland,POL,16257.6458763574,16466.785996586,16809.8181953951,17409.6390092938,18287.8279317579,18937.4751533604,20111.2996235069,21543.1637013335,22444.9073474414,23064.9537007667,23996.1397804791,25124.2763632735,25457.2064583733,25759.339150716,26649.577276004,27797.0584233597
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Portugal,PRT,30383.1378175177,30756.0189546063,30823.8490440796,30422.6020285721,30892.8198811263,31076.6441205289,31524.7495680309,32251.5690977426,32307.912767932,31269.4104613004,31798.1538079411,31304.8155263075,30156.7015822628,30042.8907185982,30444.6002091947,31118.7906703279
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Puerto Rico,PRI,30124.6931208743,31958.0967518315,32209.422980776,32206.464885645,35016.9383261688,34370.7146069867,34030.0905171965,33831.9341719,33403.4244916964,32930.3615601641,32960.6911054053,33224.5655187763,33638.8656808876,33922.1584216571,34070.2535892048,34311.0296279548
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Qatar,QAT,86566.3028502583,86643.643572231,89119.3841700279,86886.948579317,93748.5501253273,87721.9494076292,93656.339066791,92749.5566582996,92555.300335948,89954.8461147408,95908.3128170241,99147.2881807429,96261.4873345299,95499.9076127647,95578.2615108733,95965.2512366176
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Romania,ROU,12109.5523994815,12920.4896061334,13909.6654206463,14338.3562796148,15924.0513339188,16770.6544964025,18224.7835861993,19833.9678688588,22044.3066816204,21002.2761402342,20303.1627966692,20792.173399081,21311.1336338426,22197.0383343645,23084.3747760397,23878.1885373067
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Russian Federation,RUS,14569.9365828201,15378.0897391906,16175.0971950813,17434.8081359685,18765.5185595709,20042.8135032629,21757.4651663444,23647.2665058004,24887.8527197651,22939.69405447,23961.2202930302,24972.0784933004,25933.2926590626,26332.3966497152,26057.1553085019,25488.0961196394
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Rwanda,RWA,867.61519073836,907.213902829806,1003.02114341004,1009.52602904277,1069.29779902229,1148.44637245018,1226.23908143495,1287.04841191342,1393.0299015146,1441.00028613358,1507.16501035777,1586.96124198572,1682.20649117176,1718.93576078752,1780.14497616194,1889.15810576486
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,Samoa,WSM,4809.23988502864,5115.42653188038,5306.89933154338,5513.06117998408,5731.99751819906,5932.87563080681,6011.15170139068,6350.10413525965,6371.30904813717,6022.7958753118,6006.38372786996,6206.15463424679,5901.40553922938,5826.67595949956,5785.48798809596,5992.43932095216
"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,San Marino,SMR,74121.588515005,77249.235409883,76507.4739407197,78396.5433239533,80883.7019038812,81766.0041436084,83839.8484765405,88683.31526291,87177.9006384265,77188.6285312613,72038.113620541,65142.7645304895,59708.7273736476,58419.913610278,57328.0766331831,58061.8567960786
